seed,cipher,rounds,split,n_samples,accuracy,auc_roc,tpr,tnr,accuracy_advantage,advantage_edge,auc_advantage,accuracy_null_p_value,youden_j
2,speck,7,test,15000,0.5028,0.5033096355555555,0.2176,0.788,0.0028000000000000247,0.005600000000000049,0.006619271111111047,0.4979681883270534,0.005600000000000049
2,speck,8,test,15000,0.5000666666666667,0.49910894222222224,0.2688,0.7313333333333333,6.666666666665932e-05,0.00013333333333331865,-0.001782115555555519,0.9934854084187253,0.00013333333333331865
2,speck,9,test,15000,0.5002,0.5032451288888888,0.2948,0.7056,0.00019999999999997797,0.00039999999999995595,0.006490257777777675,0.9674357256685169,0.00039999999999995595
2,speck,10,test,15000,0.4908,0.4929817066666667,0.34386666666666665,0.6377333333333334,-0.009199999999999986,-0.018399999999999972,-0.014036586666666628,0.02474143794867323,-0.018399999999999972
3,speck,3,test,15000,0.9481333333333334,0.985759111111111,0.9401333333333334,0.9561333333333333,0.4481333333333334,0.8962666666666668,0.9715182222222221,0.0,0.8962666666666665
3,speck,4,test,15000,0.8470666666666666,0.9082253244444444,0.7825333333333333,0.9116,0.34706666666666663,0.6941333333333333,0.8164506488888887,0.0,0.6941333333333333
3,speck,5,test,15000,0.6567333333333333,0.7249432266666667,0.5658666666666666,0.7476,0.15673333333333328,0.31346666666666656,0.4498864533333333,0.0,0.3134666666666668
3,speck,6,test,15000,0.4966,0.49562105777777776,0.388,0.6052,-0.003400000000000014,-0.006800000000000028,-0.008757884444444475,0.4095646012815377,-0.006800000000000028
3,speck,7,test,15000,0.4962,0.4985093955555555,0.35933333333333334,0.6330666666666667,-0.0038000000000000256,-0.007600000000000051,-0.0029812088888889754,0.35619464841573034,-0.007600000000000051
3,speck,8,test,15000,0.49693333333333334,0.49158194666666666,0.4768,0.5170666666666667,-0.003066666666666662,-0.006133333333333324,-0.016836106666666684,0.4574756023891902,-0.006133333333333324
3,speck,9,test,15000,0.5049333333333333,0.50938048,0.7698666666666667,0.24,0.004933333333333345,0.00986666666666669,0.01876096000000005,0.2300411315920566,0.00986666666666669
3,speck,10,test,15000,0.49393333333333334,0.49168635555555557,0.5716,0.4162666666666667,-0.006066666666666665,-0.01213333333333333,-0.01662728888888887,0.13944297029273575,-0.01213333333333333
4,speck,3,test,15000,0.9492,0.9846382844444443,0.9317333333333333,0.9666666666666667,0.44920000000000004,0.8984000000000001,0.9692765688888887,0.0,0.8984000000000001
4,speck,4,test,15000,0.8407333333333333,0.9032033422222222,0.7870666666666667,0.8944,0.34073333333333333,0.6814666666666667,0.8064066844444444,0.0,0.6814666666666667
