schema_version,cipher,rounds,max_characteristic_prob,delta_left,delta_right,method,is_formal_bound,n_samples_row,top_k,seed,repetitions,probability_std,probability_ci95_low,probability_ci95_high
3,speck,3,0.015564632049036553,1,0,monte_carlo_beam_search,false,1000000,32,1,3,3.206430376423566e-05,0.015484973474071788,0.015644290624001318
3,speck,4,0.0004881547666919852,1,0,monte_carlo_beam_search,false,1000000,32,1,3,3.7298194142086638e-06,0.00047888863381112187,0.0004974208995728485
3,speck,5,7.574990352043877e-06,1,0,monte_carlo_beam_search,false,1000000,32,1,3,9.864924591091993e-08,7.329912261205131e-06,7.820068442882624e-06
3,speck,6,6.011811219516746e-08,1,0,monte_carlo_beam_search,false,1000000,32,1,3,1.1279564678381549e-09,5.731588684479213e-08,6.29203375455428e-08
3,speck,7,9.238513699731045e-10,1,0,monte_carlo_beam_search,false,1000000,32,1,3,1.2710738580724301e-11,8.922735964610064e-10,9.554291434852026e-10
3,speck,8,4.923833729703812e-11,1,0,monte_carlo_beam_search,false,1000000,32,1,3,1.690661711667825e-11,7.236582420587392e-12,9.124009217348884e-11
3,speck,9,1.9219839631288888e-13,1,0,monte_carlo_beam_search,false,1000000,32,1,3,6.404506117531891e-14,3.308880378066274e-14,3.51307988845115e-13
3,speck,10,1.5409151468919384e-15,1,0,monte_carlo_beam_search,false,1000000,32,1,3,5.382112382642186e-16,2.038164035233282e-16,2.8780138902605486e-15
