cipher,rounds,split,n_samples,accuracy,auc_roc,tpr,tnr,advantage
simon,3,test,750,0.8986666666666666,0.9938133333333333,1.0,0.7973333333333333,0.3986666666666666
simon,4,test,750,0.7906666666666666,0.8808888888888888,0.8666666666666667,0.7146666666666667,0.29066666666666663
simon,5,test,750,0.6626666666666666,0.7063111111111111,0.648,0.6773333333333333,0.16266666666666663
