seed,cipher,rounds,split,n_samples,accuracy,auc_roc,tpr,tnr,advantage
42,speck,3,test,750,0.7666666666666667,0.8469760000000001,0.8266666666666667,0.7066666666666667,0.2666666666666667
42,speck,4,test,750,0.584,0.6104959999999999,0.6346666666666667,0.5333333333333333,0.08399999999999996
42,speck,5,test,750,0.48133333333333334,0.4665457777777777,0.18933333333333333,0.7733333333333333,0.018666666666666665
